Date,Open,High,Low,Close,Adj Close,Volume
2019-06-17,1.130000,1.170000,1.110000,1.120000,1.120000,5885900
2019-06-18,1.130000,1.170000,1.120000,1.170000,1.170000,7789800
2019-06-19,1.170000,1.220000,1.140000,1.210000,1.210000,8277400
2019-06-20,1.230000,1.250000,1.180000,1.220000,1.220000,8593500
2019-06-21,1.220000,1.240000,1.180000,1.200000,1.200000,15316100
2019-06-24,1.210000,1.220000,1.080000,1.090000,1.090000,7206200
2019-06-25,1.090000,1.100000,1.050000,1.070000,1.070000,4916900
2019-06-26,1.070000,1.150000,1.050000,1.140000,1.140000,6494200
2019-06-27,1.130000,1.130000,1.080000,1.100000,1.100000,4736300
2019-06-28,1.110000,1.140000,1.100000,1.140000,1.140000,8807300
2019-07-01,1.170000,1.190000,1.150000,1.170000,1.170000,4166300
2019-07-02,1.150000,1.160000,1.090000,1.110000,1.110000,3897200
2019-07-03,1.100000,1.140000,1.080000,1.110000,1.110000,3007900
2019-07-05,1.090000,1.160000,1.080000,1.160000,1.160000,5624700
2019-07-08,1.150000,1.180000,1.130000,1.150000,1.150000,2833600
2019-07-09,1.130000,1.160000,1.120000,1.130000,1.130000,2487200
2019-07-10,1.130000,1.150000,1.110000,1.130000,1.130000,3467200
2019-07-11,1.130000,1.170000,1.120000,1.150000,1.150000,4840000
2019-07-12,1.150000,1.180000,1.150000,1.160000,1.160000,2736800
2019-07-15,1.160000,1.180000,1.140000,1.150000,1.150000,2362800
2019-07-16,1.140000,1.170000,1.130000,1.140000,1.140000,2838300
2019-07-17,1.130000,1.150000,1.130000,1.140000,1.140000,1436200
2019-07-18,1.120000,1.130000,1.070000,1.080000,1.080000,3684700
2019-07-19,0.980000,1.000000,0.880000,0.900000,0.900000,22407500
2019-07-22,0.940000,0.940000,0.810000,0.820000,0.820000,19709900
2019-07-23,0.830000,0.840000,0.780000,0.790000,0.790000,18205100
2019-07-24,0.790000,0.850000,0.760000,0.840000,0.840000,17862000
2019-07-25,0.850000,0.870000,0.810000,0.820000,0.820000,14274200
2019-07-26,0.830000,0.840000,0.770000,0.790000,0.790000,11245400
2019-07-29,0.810000,0.810000,0.750000,0.750000,0.750000,13316300
2019-07-30,0.750000,0.800000,0.720000,0.790000,0.790000,8702500
2019-07-31,0.800000,0.820000,0.790000,0.800000,0.800000,7579900
2019-08-01,0.800000,0.800000,0.720000,0.720000,0.720000,16010600
2019-08-02,0.730000,0.740000,0.710000,0.720000,0.720000,8646900
2019-08-05,0.720000,0.730000,0.650000,0.680000,0.680000,12803100
2019-08-06,0.680000,0.680000,0.610000,0.650000,0.650000,8161900
2019-08-07,0.640000,0.650000,0.620000,0.640000,0.640000,5735700
2019-08-08,0.650000,0.700000,0.630000,0.690000,0.690000,8413200
2019-08-09,0.670000,0.670000,0.600000,0.600000,0.600000,8356000
2019-08-12,0.610000,0.610000,0.580000,0.590000,0.590000,5297500
2019-08-13,0.590000,0.640000,0.530000,0.600000,0.600000,15121200
2019-08-14,0.570000,0.580000,0.550000,0.570000,0.570000,12618400
2019-08-15,0.640000,0.650000,0.560000,0.580000,0.580000,14444500
2019-08-16,0.580000,0.620000,0.540000,0.610000,0.610000,9208300
2019-08-19,0.610000,0.620000,0.590000,0.590000,0.590000,7217700
