Date,Open,High,Low,Close,Adj Close,Volume
2019-08-20,0.640000,0.680000,0.600000,0.610000,0.610000,11504600
2019-08-21,0.650000,0.650000,0.600000,0.600000,0.600000,9616200
2019-08-22,0.620000,0.640000,0.580000,0.580000,0.580000,10079900
2019-08-23,0.590000,0.590000,0.550000,0.550000,0.550000,12378600
2019-08-26,0.570000,0.600000,0.550000,0.570000,0.570000,9755100
2019-08-27,0.590000,0.600000,0.560000,0.580000,0.580000,10301200
2019-08-28,0.570000,0.650000,0.570000,0.640000,0.640000,12038900
2019-08-29,0.680000,0.830000,0.680000,0.730000,0.730000,36794900
2019-08-30,0.770000,0.820000,0.710000,0.740000,0.740000,14627900
2019-09-03,0.760000,0.760000,0.690000,0.710000,0.710000,6816200
2019-09-04,0.730000,0.750000,0.710000,0.720000,0.720000,7187400
2019-09-05,0.740000,0.780000,0.720000,0.750000,0.750000,10022500
2019-09-06,0.780000,0.800000,0.760000,0.770000,0.770000,7262900
2019-09-09,0.790000,0.850000,0.780000,0.850000,0.850000,11900200
2019-09-10,0.870000,1.020000,0.860000,1.010000,1.010000,27899400
2019-09-11,1.060000,1.260000,1.030000,1.250000,1.250000,39040100
2019-09-12,1.250000,1.250000,1.040000,1.110000,1.110000,30089300
2019-09-13,1.100000,1.100000,0.960000,0.970000,0.970000,18232300
2019-09-16,0.980000,0.980000,0.910000,0.940000,0.940000,12353300
2019-09-17,0.970000,0.970000,0.840000,0.890000,0.890000,18019400
2019-09-18,0.870000,0.890000,0.830000,0.840000,0.840000,13151600
2019-09-19,0.850000,0.860000,0.800000,0.810000,0.810000,14523000
2019-09-20,0.840000,0.960000,0.810000,0.950000,0.950000,27281800
2019-09-23,0.940000,0.950000,0.860000,0.900000,0.900000,10247800
2019-09-24,0.900000,0.920000,0.840000,0.840000,0.840000,10170500
2019-09-25,0.850000,0.880000,0.830000,0.880000,0.880000,7636400
2019-09-26,0.900000,0.900000,0.840000,0.860000,0.860000,6257700
2019-09-27,0.880000,0.910000,0.860000,0.900000,0.900000,7208300
2019-09-30,0.900000,0.910000,0.880000,0.890000,0.890000,4915600
2019-10-01,0.910000,0.930000,0.860000,0.860000,0.860000,8795600
2019-10-02,0.880000,0.890000,0.850000,0.890000,0.890000,5513900
2019-10-03,0.860000,0.950000,0.860000,0.940000,0.940000,6426000
2019-10-04,0.940000,0.960000,0.900000,0.920000,0.920000,4975200
2019-10-07,0.930000,1.030000,0.930000,1.010000,1.010000,9953100
2019-10-08,0.980000,1.000000,0.950000,0.960000,0.960000,7133100
2019-10-09,1.000000,1.010000,0.960000,0.990000,0.990000,4555700
2019-10-10,0.990000,1.010000,0.960000,0.970000,0.970000,2687100
2019-10-11,0.980000,1.030000,0.980000,1.000000,1.000000,7158600
2019-10-14,1.000000,1.020000,0.980000,0.990000,0.990000,3448100
2019-10-15,0.990000,1.040000,0.990000,1.010000,1.010000,3872400
2019-10-16,1.010000,1.030000,1.000000,1.020000,1.020000,2929900
2019-10-17,1.030000,1.060000,0.990000,1.010000,1.010000,6506000
2019-10-18,1.010000,1.020000,0.980000,1.000000,1.000000,5177000
2019-10-21,1.010000,1.020000,0.980000,1.020000,1.020000,3361600
2019-10-22,1.010000,1.080000,0.990000,1.070000,1.070000,6848100
2019-10-23,1.040000,1.100000,1.040000,1.060000,1.060000,7421300
2019-10-24,1.060000,1.080000,1.050000,1.060000,1.060000,4069800
2019-10-25,1.050000,1.060000,1.000000,1.010000,1.010000,6972300
2019-10-28,1.020000,1.050000,1.010000,1.020000,1.020000,2771300
2019-10-29,1.010000,1.040000,1.000000,1.030000,1.030000,3129700
2019-10-30,1.010000,1.030000,1.000000,1.010000,1.010000,4332200
2019-10-31,1.000000,1.010000,0.950000,1.000000,1.000000,5553200
2019-11-01,1.010000,1.040000,1.000000,1.030000,1.030000,4673300
2019-11-04,1.030000,1.060000,1.010000,1.010000,1.010000,6554200
2019-11-05,1.010000,1.060000,1.010000,1.050000,1.050000,6988000
2019-11-06,1.050000,1.060000,1.000000,1.020000,1.020000,5540600
2019-11-07,1.020000,1.050000,1.020000,1.040000,1.040000,3328300
2019-11-08,1.030000,1.050000,1.020000,1.030000,1.030000,2894400
2019-11-11,1.020000,1.100000,1.020000,1.080000,1.080000,15513500
2019-11-12,1.060000,1.150000,1.060000,1.140000,1.140000,12078000
2019-11-13,1.150000,1.170000,1.050000,1.090000,1.090000,8990700
2019-11-14,1.100000,1.160000,1.080000,1.100000,1.100000,8967800
2019-11-15,1.230000,1.230000,1.140000,1.170000,1.170000,28495600
2019-11-18,1.150000,1.170000,1.060000,1.060000,1.060000,10297900
2019-11-19,1.060000,1.100000,1.010000,1.070000,1.070000,6427200
2019-11-20,1.080000,1.140000,1.060000,1.110000,1.110000,8186600
2019-11-21,1.140000,1.140000,1.050000,1.080000,1.080000,8293900
2019-11-22,1.080000,1.120000,1.070000,1.100000,1.100000,6240100
2019-11-25,1.100000,1.170000,1.090000,1.150000,1.150000,8827900
2019-11-26,1.150000,1.200000,1.150000,1.170000,1.170000,7513900
2019-11-27,1.180000,1.200000,1.110000,1.110000,1.110000,7628100
2019-11-29,1.130000,1.150000,1.120000,1.130000,1.130000,2741300
2019-12-02,1.150000,1.150000,1.090000,1.100000,1.100000,6139400
2019-12-03,1.110000,1.140000,1.090000,1.130000,1.130000,3463700
2019-12-04,1.120000,1.160000,1.120000,1.140000,1.140000,5375300
2019-12-05,1.130000,1.170000,1.080000,1.100000,1.100000,9997700
2019-12-06,1.100000,1.140000,1.100000,1.130000,1.130000,11246000
2019-12-09,1.100000,1.160000,1.100000,1.140000,1.140000,4442500
2019-12-10,1.150000,1.170000,1.140000,1.170000,1.170000,3231600
2019-12-11,1.170000,1.170000,1.120000,1.130000,1.130000,4107700
2019-12-12,1.120000,1.150000,1.110000,1.130000,1.130000,3759600
2019-12-13,1.140000,1.150000,1.100000,1.110000,1.110000,4981200
2019-12-16,1.110000,1.130000,1.090000,1.100000,1.100000,5248000
2019-12-17,1.100000,1.110000,1.040000,1.060000,1.060000,10548200
